ORIGEN,NRO.,AÑO,TIPO,CARÁTULA,NRO. DAE / DADO CUENTA,MESA DE ENTRADAS,ORDEN DEL DÍA,SANCIONES/SITUACIÓN EXP,LEY – FECHA,COMUNICACIÓN,FECHA_ARCHIVO
PE,44,2026,AC,"MENSAJE N° 55/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 64 DE LA CAPITAL FEDERAL, AL DR. GERMAN AUGUSTO DEGANO.", 4 09/04/2026 -, 30/03/2026 -, 49 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,43,2026,AC,"MENSAJE N° 54/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 80 DE LA CAPITAL FEDERAL, AL DR. EZEQUIEL JAVIER SOBRINO REIG.", 4 09/04/2026 -, 30/03/2026 -, 48 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,42,2026,AC,"MENSAJE N° 53/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N° 3 DE LA CAPITAL FEDERAL, AL DR. HUGO FABIAN DECARIA.", 4 09/04/2026 -, 30/03/2026 -, 47 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,41,2026,AC,"MENSAJE N° 52/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO CURADOR DE LA DEFENSORIA GENERAL DE LA NACION, DEFENSORIA PUBLICA CURADURIA N° 4, AL DR. FELIPE ALBERTO ALLIAUD.", 4 09/04/2026 -, 30/03/2026 -, 46 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,40,2026,AC,"MENSAJE N° 51/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSOR PUBLICO DE MENORES E INCAPACES ANTE LOS JUZGADOS NACIONALES DE PRIMERA INSTANCIA EN LO CIVIL, COMERCIAL Y DEL TRABAJO DE LA CAPITAL FEDERAL, DEFENSORIA N° 2, AL DR. LUCAS MARCELO BELLOTTI SAN MARTIN.", 4 09/04/2026 -, 30/03/2026 -, 45 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,39,2026,AC,"MENSAJE N° 50/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA DE MENORES E INCAPACES ANTE LOS JUZGADOS NACIONALES DE PRIMERA INSTANCIA EN LO CIVIL, COMERCIAL Y DEL TRABAJO DE LA CAPITAL FEDERAL, DEFENSORIA N° 3, A LA DRA. MARCELA LORENA SASSO.", 4 09/04/2026 -, 30/03/2026 -, 44 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,38,2026,AC,"MENSAJE N° 49/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA DE MENORES E INCAPACES ANTE LOS JUZGADOS NACIONALES DE PRIMERA INSTANCIA EN LO CIVIL, COMERCIAL Y DEL TRABAJO DE LA CAPITAL FEDERAL, DEFENSORIA N° 7, A LA DRA. VERONICA MABEL POLVERINI.", 4 09/04/2026 -, 30/03/2026 -, 43 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,37,2026,AC,"MENSAJE N° 48/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO PENAL ECONOMICO, SALA A, AL DR. JUAN PEDRO GALVAN GREENWAY.", 4 09/04/2026 -, 30/03/2026 -,,              , - ,,
PE,36,2026,AC,"MENSAJE N° 47/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 2 DE LA PLATA, PROVINCIA DE BUENOS AIRES, AL DR. PABLO EZEQUIEL WILK.", 4 09/04/2026 -, 30/03/2026 -, 63 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,35,2026,AC,"MENSAJE N° 46/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE APELACIONES EN LO PENAL ECONOMICO, SALA B,  AL DR. ALEJANDRO JAVIER CATANIA.", 4 09/04/2026 -, 30/03/2026 -,,              , - ,,
PE,34,2026,AC,"MENSAJE N° 45/26 QUE SOLICITA ACUERDO PARA DESIGNAR CONJUECES DE LOS JUZGADOS NACIONALES DE PRIMERA INSTANCIA EN LO CIVIL CON COMPETENCIA EXCLUSIVA EN ASUNTOS DE FAMILIA Y CAPACIDAD DE LAS PERSONAS DE LA JURISDICCION DE LA CAMARA NACIONAL DE APELACIONES EN LO CIVIL DE LA CAPITAL FEDERAL.
", 4 09/04/2026 -, 30/03/2026 -, 88 2026 AP -,AP  04/06/2026            , - ,,
PE,33,2026,AC,"MENSAJE N° 44/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 3 DE LA PLATA, PROVINCIA DE BUENOS AIRES, A LA DRA. MARIA JULIA SOSA.", 4 09/04/2026 -, 30/03/2026 -, 42 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,32,2026,AC,"MENSAJE N° 43/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 95 DE LA CAPITAL FEDERAL, AL DR. JUAN MARTIN BALCAZAR.", 4 09/04/2026 -, 30/03/2026 -, 41 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,31,2026,AC,"MENSAJE N° 42/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 3 DE LA PLATA, PROVINCIA DE BUENOS AIRES, A LA DRA. MARIA VERONICA MICHELLI.", 4 09/04/2026 -, 30/03/2026 -, 112 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,30,2026,AC,"MENSAJE N° 41/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 3 DE LA PLATA, PROVINCIA DE BUENOS AIRES, AL DR. CARLOS FABIAN CUESTA.", 4 09/04/2026 -, 30/03/2026 -, 62 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,29,2026,AC,"MENSAJE N° 40/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 18 DE LA CAPITAL FEDERAL, A LA DRA. SOLEDAD EUGENIA MARIÑO.", 4 09/04/2026 -, 30/03/2026 -, 40 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,28,2026,AC,"MENSAJE N° 39/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 14 DE LA CAPITAL FEDERAL, A LA DRA. PAULA FUERTES.", 4 09/04/2026 -, 30/03/2026 -, 39 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,27,2026,AC,"MENSAJE N° 38/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL FEDERAL N° 1 DE LA PLATA, PROVINCIA DE BUENOS AIRES, AL DR. CLAUDIO RICARDO SILVESTRI.

", 4 09/04/2026 -, 30/03/2026 -, 61 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,26,2026,AC,"MENSAJE N° 37/26 QUE SOLICITA ACUERDO PARA DESIGNAR DEFENSORA PUBLICA OFICIAL ANTE LOS JUZGADOS Y ANTE LA CAMARA NACIONAL DE APELACIONES EN LO PENAL ECONOMICO, DEFENSORIA N° 1, A LA DRA. MARIA INES RESTON.", 4 09/04/2026 -, 30/03/2026 -, 38 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,25,2026,AC,"MENSAJE N° 36/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 17 DE LA CAPITAL FEDERAL, A LA DRA. MARIA GLORIA CAPANEGRA.", 4 09/04/2026 -, 30/03/2026 -, 37 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,24,2026,AC,"MENSAJE N° 35/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA FEDERAL DE APELACIONES DE LA PLATA, PROVINCIA DE BUENOS AIRES, SALA III, AL DR. EMILIO SANTIAGO FAGGI.
", 4 09/04/2026 -, 30/03/2026 -, 60 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,23,2026,AC,"MENSAJE N° 34/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 59 DE LA CAPITAL FEDERAL, AL DR. SANTIAGO JOSE JAIMES MUNILLA.", 4 09/04/2026 -, 30/03/2026 -, 36 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,22,2026,AC,"MENSAJE N° 33/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZA DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N° 20 DE LA CAPITAL FEDERAL, A LA DRA. IVANA SANDRA QUINTEROS.", 4 09/04/2026 -, 30/03/2026 -, 35 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,21,2026,AC,"MENSAJE N° 32/26 QUE SOLICITA ACUERDO PARA DESIGNAR VOCAL DE LA CAMARA NACIONAL DE CASACION EN LO CRIMINAL Y CORRECCIONAL DE LA CAPITAL FEDERAL, VOCALIA N° 10, AL DR. NICOLAS GRAPPASONNO.", 4 09/04/2026 -, 30/03/2026 -, 34 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,20,2026,AC,"MENSAJE N° 30/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 44 DE LA CAPITAL FEDERAL, AL DR. JULIAN HERRERA.", 4 09/04/2026 -, 30/03/2026 -, 33 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,19,2026,AC,MENSAJE N° 29/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE MENORES N° 2 DE LA CAPITAL FEDERAL AL DR. IGNACIO LABADENS., 4 09/04/2026 -, 30/03/2026 -, 32 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,18,2026,AC,"MENSAJE N° 28/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL DE PRIMERA INSTANCIA EN LO CIVIL N° 5 DE LA CAPITAL FEDERAL, AL DR. JAVIER ALBERTO SANTISO.", 4 09/04/2026 -, 30/03/2026 -, 31 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,17,2026,AC,"MENSAJE N° 27/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DEL JUZGADO NACIONAL EN LO CRIMINAL Y CORRECCIONAL N° 13 DE LA CAPITAL FEDERAL, AL DR. SANTIAGO ALBERTO PONCIO.", 4 09/04/2026 -, 30/03/2026 -, 30 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,16,2026,AC,"MENSAJE N° 26/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL EN LO CRIMINAL Y CORRECCIONAL N° 1 DE LA CAPITAL FEDERAL, AL DR. NICOLAS ANTONIO PACILIO.", 4 09/04/2026 -, 30/03/2026 -, 59 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,15,2026,AC,"MENSAJE N° 25/26 QUE SOLICITA ACUERDO PARA DESIGNAR JUEZ DE CAMARA DEL TRIBUNAL ORAL DE MENORES N° 3 DE LA CAPITAL FEDERAL, AL DR. RICARDO SANTIAGO LOMBARDO.", 4 09/04/2026 -, 30/03/2026 -, 29 2026 AP -,AP  04/06/2026            , - ,,16/06/2026
PE,10,2026,AC,"MENSAJE N° 20/26 QUE SOLICITA ACUERDO PARA DESIGNAR DIRECTOR DEL BANCO CENTRAL DE LA REPÚBLICA ARGENTINA, AL LICENCIADO EN ECONOMÍA MARTÍN VAUTHIER.", 3 09/04/2026 -, 25/03/2026 -,,              , - ,,
PE,9,2026,AC,"MENSAJE N° 19/26 QUE SOLICITA ACUERDO PARA NOMBRAR EMBAJADOR EXTRAORDINARIO Y PLENIPOTENCIARIO A LA SEÑORA CARMEN LUCILA CREXELL.


", 2 18/03/2026 -, 13/03/2026 -, 15 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,7,2026,AC,"MENSAJE N° 18/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR AL 31 DE DICIEMBRE DE 2025, A PERSONAL MILITAR SUPERIOR DE LA ARMADA ARGENTINA.", 1 18/03/2026 -, 04/03/2026 -, 14 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,6,2026,AC,"MENSAJE N° 17/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR AL 31 DE DICIEMBRE DE 2025, A PERSONAL MILITAR SUPERIOR DEL EJERCITO ARGENTINO.", 1 18/03/2026 -, 04/03/2026 -, 13 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,5,2026,AC,"MENSAJE N° 16/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR, A PERSONAL MILITAR SUPERIOR DE LA FUERZA AEREA ARGENTINA.

", 1 18/03/2026 -, 04/03/2026 -, 12 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,4,2026,AC,"MENSAJE N° 15/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR, CON FECHA 15 DE DICIEMBRE DE 2025, AL GENERAL DE DIVISION OSCAR SANTIAGO ZARICH.", 1 18/03/2026 -, 04/03/2026 -, 11 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,3,2026,AC,"MENSAJE N° 14/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR, CON FECHA 15 DE DICIEMBRE DE 2025, AL VICEALMIRANTE JUAN CARLOS ROMAY.", 1 18/03/2026 -, 04/03/2026 -, 10 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
PE,2,2026,AC,"MENSAJE N° 13/26 QUE SOLICITA ACUERDO PARA PROMOVER AL GRADO INMEDIATO SUPERIOR, CON FECHA 15 DE DICIEMBRE DE 2025, AL VICEALMIRANTE MARCELO ALEJANDRO DALLE NOGARE.", 1 18/03/2026 -, 04/03/2026 -, 9 2026 AP -,AP  09/04/2026            , - ,,17/04/2026
